SNo,ObservationDate,Province/State,Country,Confirmed,Deaths,Recovered
412,01/30/2020,Tianjin,Mainland China,,31,0,0
413,01/30/2020,Gansu,Mainland China,,26,0,0
414,01/30/2020,Inner Mongolia,Mainland China,,19,0,0
415,01/30/2020,,Mainland China,,17,0,0
416,01/30/2020,,Mainland China,,14,0,1
417,01/30/2020,Xinjiang,Mainland China,,14,0,0
418,01/30/2020,Guizhou,Mainland China,,12,0,1
419,01/30/2020,Hong Kong,Hong Kong,,10,0,0
420,01/30/2020,Taiwan,Taiwan,,9,0,0
421,01/30/2020,Qinghai,Mainland China,,8,0,0
422,01/30/2020,Macau,Macau,1/30/20 16:00,7,0,0
423,01/30/2020,Tibet,Mainland China,1/30/20 16:00,1,0,0
424,01/30/2020,Washington,US,1/30/20 16:00,1,0,0
425,01/30/2020,Illinois,US,1/30/20 16:00,1,0,0
426,01/30/2020,California,US,1/30/20 16:00,2,0,0
427,01/30/2020,Arizona,US,1/30/20 16:00,1,0,0
428,01/30/2020,,Japan,1/30/20 16:00,11,0,1
429,01/30/2020,,Thailand,1/30/20 16:00,14,0,7
430,01/30/2020,,South Korea,1/30/20 16:00,4,0,0
431,01/30/2020,,Singapore,1/30/20 16:00,10,0,0
432,01/30/2020,,,1/30/20 16:00,2,0,0
433,01/30/2020,,,1/30/20 16:00,5,0,0
434,01/30/2020,,,1/30/20 16:00,1,0,0
435,01/30/2020,,,1/30/20 16:00,8,0,0
436,01/30/2020,Ontario,,1/30/20 16:00,2,0,0
437,01/30/2020,British Columbia,,1/30/20 16:00,1,0,0
438,01/30/2020,,Cambodia,1/30/20 16:00,1,0,0
439,01/30/2020,,Sri Lanka,1/30/20 16:00,1,0,0
440,01/30/2020,New South Wales,Australia,1/30/20 16:00,4,0,2
441,01/30/2020,Victoria,Australia,1/30/20 16:00,2,0,0
442,01/30/2020,Queensland,Australia,1/30/20 16:00,3,0,0
443,01/30/2020,Bavaria,Germany,1/30/20 16:00,4,0,0
444,01/30/2020,,Finland,1/30/20 16:00,1,0,0
445,01/30/2020,,United Arab Emirates,1/30/20 16:00,4,0,0
446,01/30/2020,,Philippines,1/30/20 16:00,1,0,0
447,01/30/2020,,India,1/30/20 16:00,1,0,0
448,01/30/2020,Unknown,China,1/30/20 16:00,0,0,0
449,01/30/2020,,Kiribati,1/30/20 16:00,0,0,0
450,01/31/2020,Hubei,Mainland China,1/31/2020 23:59,5806,204,141
451,01/31/2020,Zhejiang,Mainland China,1/31/2020 23:59,538,0,14
452,01/31/2020,Guangdong,Mainland China,1/31/2020 23:59,436,0,11
453,01/31/2020,Henan,Mainland China,1/31/2020 23:59,352,2,3
454,01/31/2020,Hunan,Mainland China,1/31/2020 23:59,332,0,2
455,01/31/2020,Jiangxi,Mainland China,1/31/2020 23:59,240,0,7
456,01/31/2020,Anhui,Mainland China,1/31/2020 23:59,237,0,3
457,01/31/2020,Chongqing,Mainland China,1/31/2020 23:59,211,0,1
458,01/31/2020,Shandong,Mainland China,1/31/2020 23:59,184,0,2
459,01/31/2020,Sichuan,Mainland China,1/31/2020 23:59,177,1,1
460,01/31/2020,Jiangsu,Mainland China,1/31/2020 23:59,168,0,5
461,01/31/2020,Beijing,Mainland China,1/31/2020 23:59,139,1,5
462,01/31/2020,Shanghai,Mainland China,1/31/2020 23:59,135,1,9
463,01/31/2020,Fujian,Mainland China,1/31/2020 23:59,120,0,0
464,01/31/2020,Guangxi,Mainland China,1/31/2020 23:59,87,0,2
465,01/31/2020,Shaanxi,Mainland China,1/31/2020 23:59,87,0,0
466,01/31/2020,Yunnan,Mainland China,1/31/2020 23:59,83,0,1
467,01/31/2020,Hebei,Mainland China,1/31/2020 23:59,82,1,0
468,01/31/2020,Heilongjiang,Mainland China,1/31/2020 23:59,59,2,0
469,01/31/2020,Hainan,Mainland China,1/31/2020 23:59,52,1,1
470,01/31/2020,Liaoning,Mainland China,1/31/2020 23:59,48,0,1
471,01/31/2020,Shanxi,Mainland China,1/31/2020 23:59,39,0,1
472,01/31/2020,Tianjin,Mainland China,1/31/2020 23:59,32,0,0
473,01/31/2020,Guizhou,Mainland China,1/31/2020 23:59,29,0,2
474,01/31/2020,Gansu,Mainland China,1/31/2020 23:59,29,0,0
475,01/31/2020,Ningxia,Mainland China,1/31/2020 23:59,21,0,0
476,01/31/2020,Inner Mongolia,Mainland China,1/31/2020 23:59,20,0,1
477,01/31/2020,Xinjiang,Mainland China,1/31/2020 23:59,17,0,0
478,01/31/2020,Jilin,Mainland China,1/31/2020 23:59,14,0,1
479,01/31/2020,Hong Kong,Hong Kong,1/31/2020 23:59,12,0,0
480,01/31/2020,Taiwan,Taiwan,1/31/2020 23:59,10,0,0
481,01/31/2020,Qinghai,Mainland China,1/31/2020 23:59,8,0,0
482,01/31/2020,Macau,Macau,1/31/2020 23:59,7,0,0
483,01/31/2020,Tibet,Mainland China,1/31/2020 23:59,1,0,0
484,01/31/2020,,Thailand,1/31/2020 23:59,19,0,8
485,01/31/2020,,Japan,1/31/2020 23:59,15,0,1
486,01/31/2020,,Singapore,1/31/2020 23:59,13,0,0
487,01/31/2020,,South Korea,1/31/2020 23:59,11,0,0
488,01/31/2020,,Malaysia,1/31/2020 23:59,8,0,0
489,01/31/2020,,France,1/31/2020 23:59,5,0,0
490,01/31/2020,Bavaria,Germany,1/31/2020 23:59,5,0,0
491,01/31/2020,New South Wales,Australia,1/31/2020 23:59,4,0,2
492,01/31/2020,,United Arab Emirates,1/31/2020 23:59,4,0,0
493,01/31/2020,Victoria,Australia,1/31/2020 23:59,3,0,0
494,01/31/2020,Illinois,US,1/31/2020 23:59,2,0,0
495,01/31/2020,California,US,1/31/2020 23:59,2,0,0
496,01/31/2020,,Vietnam,1/31/2020 23:59,2,0,0
497,01/31/2020,Ontario,Canada,1/31/2020 23:59,2,0,0
498,01/31/2020,Queensland,Australia,1/31/2020 23:59,2,0,0
499,01/31/2020,,Italy,,2,0,
500,01/31/2020,,UK,,2,0,
501,01/31/2020,,Russia,,2,0,
502,01/31/2020,Washington,US,,1,0,
503,01/31/2020,Arizona,US,,1,0,
504,01/31/2020,,Nepal,1/31/2020 23:59,1,0,
505,01/31/2020,British Columbia,Canada,1/31/2020 23:59,1,0,
506,01/31/2020,,Cambodia,1/31/2020 23:59,1,0,
507,01/31/2020,,Sri Lanka,1/31/2020 23:59,1,0,
508,01/31/2020,,Finland,1/31/2020 23:59,1,0,
509,01/31/2020,,Philippines,1/31/2020 23:59,1,0,
510,01/31/2020,,India,1/31/2020 23:59,1,0,
511,01/31/2020,,Sweden,1/31/2020 23:59,1,0,
512,01/31/2020,Unknown,China,1/31/2020 23:59,0,0,
513,01/31/2020,,Kiribati,1/31/2020 23:59,0,0,
514,02/01/2020,Hubei,Mainland China,,7153,249,168
515,02/01/2020,Zhejiang,Mainland China,,599,0,21
516,02/01/2020,Guangdong,Mainland China,,535,0,14
517,02/01/2020,Henan,Mainland China,,422,2,3
518,02/01/2020,Hunan,Mainland China,,389,0,8
519,02/01/2020,Anhui,Mainland China,,297,0,5
520,02/01/2020,Jiangxi,Mainland China,,286,0,9
521,02/01/2020,Chongqing,Mainland China,,247,1,3
522,02/01/2020,Sichuan,Mainland China,,207,1,3
523,02/01/2020,Shandong,Mainland China,,206,0,3
524,02/01/2020,Jiangsu,Mainland China,,202,0,6
525,02/01/2020,Shanghai,Mainland China,,169,1,10
526,02/01/2020,Beijing,Mainland China,,168,1,9
527,02/01/2020,Fujian,Mainland China,,144,0,0
528,02/01/2020,Shaanxi,Mainland China,,101,0,0
529,02/01/2020,Guangxi,Mainland China,,100,0,2
530,02/01/2020,Hebei,Mainland China,,96,1,0
531,02/01/2020,Yunnan,Mainland China,,93,0,2
532,02/01/2020,Heilongjiang,Mainland China,,80,2,2
533,02/01/2020,Liaoning,Mainland China,,64,0,1
534,02/01/2020,Hainan,Mainland China,,62,1,1
535,02/01/2020,Shanxi,Mainland China,,47,0,1
536,02/01/2020,Tianjin,Mainland China,,41,0,0
537,02/01/2020,Gansu,Mainland China,,40,0,0
538,02/01/2020,Guizhou,Mainland China,,29,0,2
539,02/01/2020,Ningxia,Mainland China,,26,0,0
540,02/01/2020,Inner Mongolia,Mainland China,,23,0,1
541,02/01/2020,,Japan,,20,0,1
542,02/01/2020,,Thailand,,19,0,8
543,02/01/2020,Xinjiang,Mainland China,,18,0,0
544,02/01/2020,Jilin,Mainland China,,17,0,1
545,02/01/2020,,Singapore,,16,0,0
546,02/01/2020,Hong Kong,Hong Kong,,13,0,0
547,02/01/2020,,South Korea,,12,0,0
548,02/01/2020,Taiwan,Taiwan,1/31/2020 15:20,10,0,0
549,02/01/2020,Qinghai,Mainland China,,9,0,0
550,02/01/2020,,Malaysia,,8,0,0
551,02/01/2020,,Germany,,8,0,0
552,02/01/2020,Macau,Macau,,7,0,0
553,02/01/2020,,France,,6,0,0
554,02/01/2020,,Vietnam,,6,0,1
555,02/01/2020,New South Wales,Australia,,4,0,2
556,02/01/2020,Victoria,Australia,,4,0,0
557,02/01/2020,,United Arab Emirates,,4,0,0
558,02/01/2020,Queensland,Australia,,3,0,0
559,02/01/2020,Ontario,Canada,,3,0,0
560,02/01/2020,,Italy,,2,0,0
561,02/01/2020,,Russia,,2,0,0
562,02/01/2020,,UK,,2,0,0
563,02/01/2020,"Chicago, IL",US,,2,0,0
564,02/01/2020,South Australia,Australia,,1,0,0
565,02/01/2020,,Cambodia,,1,0,0
566,02/01/2020,British Columbia,Canada,,1,0,0
567,02/01/2020,,Finland,1/31/2020 8:15,1,0,0
568,02/01/2020,,India,1/31/2020 8:15,1,0,0
569,02/01/2020,Tibet,Mainland China,,1,0,0
570,02/01/2020,,Nepal,,1,0,0
571,02/01/2020,,Philippines,,1,0,0
572,02/01/2020,,Spain,,1,0,0
573,02/01/2020,,Sri Lanka,,1,0,0
574,02/01/2020,,Sweden,,1,0,0
575,02/01/2020,"Boston, MA",US,,1,0,0
576,02/01/2020,"Los Angeles, CA",US,,1,0,0
577,02/01/2020,"Orange, CA",US,,1,0,0
578,02/01/2020,"Santa Clara, CA",US,,1,0,0
579,02/01/2020,"Seattle, WA",US,,1,0,0
580,02/01/2020,"Tempe, AZ",US,,1,0,0
581,02/01/2020,Unknown,China,,0,0,0
582,02/01/2020,,Kiribati,,0,0,0
583,02/02/2020,Hubei,,2020-02-02T23:43:02,11177,350,295
584,02/02/2020,Zhejiang,,2020-02-02T18:03:05,661,0,32
585,02/02/2020,Guangdong,,2020-02-02T18:03:05,632,0,15
586,02/02/2020,Henan,,2020-02-02T18:03:05,493,2,10
587,02/02/2020,Hunan,,2020-02-02T18:03:05,463,0,16
588,02/02/2020,Anhui,,2020-02-02T18:03:05,340,0,7
589,02/02/2020,Jiangxi,,2020-02-02T18:03:05,333,0,12
590,02/02/2020,Chongqing,,2020-02-02T23:33:02,300,2,7
591,02/02/2020,Jiangsu,,2020-02-02T18:03:05,236,0,7
592,02/02/2020,Sichuan,,2020-02-02T18:03:05,231,1,11
593,02/02/2020,Shandong,Mainland China,2020-02-02T18:03:05,230,0,6
594,02/02/2020,Beijing,Mainland China,2020-02-02T08:43:02,191,1,9
595,02/02/2020,Shanghai,Mainland China,2020-02-02T05:53:02,182,1,10
596,02/02/2020,Fujian,Mainland China,2020-02-02T03:43:01,159,0,0
597,02/02/2020,Shaanxi,Mainland China,2020-02-02T03:23:14,116,0,0
598,02/02/2020,,Mainland China,2020-02-02T00:23:13,111,0,2
599,02/02/2020,,Mainland China,2020-02-02T18:03:05,105,0,3
600,02/02/2020,Hebei,Mainland China,2020-02-02T02:53:02,104,1,3
601,02/02/2020,Heilongjiang,Mainland China,2020-02-02T03:23:14,95,2,2
602,02/02/2020,Liaoning,Mainland China,2020-02-02T18:03:05,70,0,1
603,02/02/2020,Shanxi,Mainland China,2020-02-02T23:23:13,66,0,3
604,02/02/2020,Hainan,Mainland China,2020-02-02T18:03:05,64,1,4
605,02/02/2020,Gansu,Mainland China,2020-02-02T23:43:02,51,0,3
606,02/02/2020,,Mainland China,2020-02-02T09:43:01,48,0,1
607,02/02/2020,,Mainland China,2020-02-02T01:03:32,38,0,2
608,02/02/2020,Ningxia,Mainland China,2020-02-02T01:43:02,28,0,0
609,02/02/2020,Inner Mongolia,Mainland China,2020-02-02T03:43:01,27,0,1
610,02/02/2020,Jilin,Mainland China,2020-02-02T02:33:02,23,0,1
611,02/02/2020,Xinjiang,Mainland China,2020-02-02T00:43:02,21,0,0
612,02/02/2020,,Japan,2020-02-01T18:53:03,20,0,1
613,02/02/2020,,Thailand,2020-01-31T10:37:00,19,0,9
614,02/02/2020,,Singapore,2020-02-02T01:03:32,18,0,0
615,02/02/2020,Hong Kong,Hong Kong,2020-02-02T23:53:02,15,0,
616,02/02/2020,,South Korea,2020-02-02T02:23:13,15,0,
617,02/02/2020,Qinghai,Mainland China,2020-02-02T05:33:03,11,,
618,02/02/2020,,Germany,2020-02-02T18:03:05,10,,
619,02/02/2020,Taiwan,Taiwan,hvg,10,,
620,02/02/2020,Macau,Macau,2020-02-02T04:23:14,8,,
621,02/02/2020,,Malaysia,2020-01-31T08:15:53,8,,
622,02/02/2020,,France,2020-02-01T01:52:40,6,,
623,02/02/2020,,Vietnam,2020-02-01T07:38:12,6,,
624,02/02/2020,,United Arab Emirates,2020-02-02T05:43:01,5,,
625,02/02/2020,New South Wales,Australia,2020-02-01T18:12:49,4,,
626,02/02/2020,Victoria,Australia,2020-02-01T18:12:49,4,,
627,02/02/2020,Ontario,Canada,2020-02-01T18:12:49,3,,
628,02/02/2020,Queensland,Australia,guy,2,,
629,02/02/2020,South Australia,Australia,2020-02-02T22:33:07,2,,
630,02/02/2020,,India,2020-02-02T06:03:08,2,,
631,02/02/2020,,Italy,2020-01-31T08:15:53,2,,
632,02/02/2020,,Philippines,2020-02-02T03:33:07,2,,
633,02/02/2020,,Russia,2020-01-31T16:13:45,2,,
634,02/02/2020,,UK,2020-02-01T01:52:40,2,,
635,02/02/2020,"Chicago, IL",US,2020-02-01T19:43:03,2,,
636,02/02/2020,,Cambodia,2020-01-31T08:15:53,1,,
637,02/02/2020,British Columbia,Canada,2020-02-01T18:12:49,1,,
638,02/02/2020,,Finland,2020-01-31T08:15:53,1,,
639,02/02/2020,Tibet,Mainland China,2020-02-01T01:52:40,1,,
640,02/02/2020,,Nepal,2020-01-31T08:15:53,1,,
641,02/02/2020,,Spain,2020-02-01T23:43:02,1,,
642,02/02/2020,,Sri Lanka,2020-01-31T08:15:53,1,,0
643,02/02/2020,,Sweden,2020-02-01T02:13:26,1,,0
644,02/02/2020,"Boston, MA",US,2020-02-01T19:43:03,1,,0
645,02/02/2020,"Los Angeles, CA",US,2020-02-01T19:53:03,1,,0
646,02/02/2020,"Orange, CA",US,2020-02-01T19:53:03,1,,0
647,02/02/2020,"Santa Clara, CA",US,2020-02-01T19:53:03,1,,0
648,02/02/2020,"Seattle, WA",US,2020-02-01T19:43:03,1,,0
649,02/02/2020,"Tempe, AZ",US,2020-02-01T19:43:03,1,,0
650,02/02/2020,Unknown,China,2020-02-02T23:43:02,0,,0
651,02/02/2020,,Kiribati,2020-02-02T23:43:02,0,,0
652,02/03/2020,Hubei,Mainland China,2020-02-03T23:23:03,13522,,386
653,02/03/2020,Guangdong,Mainland China,2020-02-03T12:53:02,725,,21
654,02/03/2020,Zhejiang,Mainland China,2020-02-03T13:33:02,724,,43
655,02/03/2020,Henan,Mainland China,2020-02-03T17:11:34,566,,16
656,02/03/2020,Hunan,Mainland China,2020-02-03T11:03:10,521,,22
657,02/03/2020,Anhui,Mainland China,2020-02-03T17:11:34,408,,14
658,02/03/2020,Jiangxi,Mainland China,2020-02-03T01:33:02,391,,18
659,02/03/2020,Chongqing,Mainland China,2020-02-03T23:43:02,337,,9
660,02/03/2020,Jiangsu,Mainland China,2020-02-03T11:03:10,271,,8
661,02/03/2020,Shandong,Mainland China,2020-02-03T17:11:34,259,,7
662,02/03/2020,Sichuan,Mainland China,2020-02-03T11:23:23,254,,14
663,02/03/2020,Beijing,Mainland China,,212,,12
664,02/03/2020,Shanghai,Mainland China,,203,,10
665,02/03/2020,Fujian,Mainland China,,179,,1
666,02/03/2020,Shaanxi,Mainland China,,128,,0
667,02/03/2020,Guangxi,Mainland China,,127,0,7
668,02/03/2020,,Mainland China,,121,2,2
669,02/03/2020,,Mainland China,,117,0,5
670,02/03/2020,Hebei,Mainland China,,113,1,3
671,02/03/2020,Liaoning,Mainland China,,74,0,1
672,02/03/2020,Shanxi,Mainland China,,74,0,2
673,02/03/2020,Hainan,Mainland China,,72,1,4
674,02/03/2020,Tianjin,Mainland China,,60,0,1
675,02/03/2020,Gansu,Mainland China,,55,0,3
676,02/03/2020,Guizhou,Mainland China,,46,0,2
677,02/03/2020,Inner Mongolia,Mainland China,,34,0,1
678,02/03/2020,Jilin,Mainland China,,31,0,1
679,02/03/2020,Ningxia,Mainland China,,31,0,
680,02/03/2020,Xinjiang,Mainland China,,24,0,
681,02/03/2020,,Japan,,20,0,
682,02/03/2020,,Thailand,,19,0,
683,02/03/2020,,Singapore,,18,0,
684,02/03/2020,Hong Kong,Hong Kong,,15,0,
685,02/03/2020,,South Korea,,15,0,
686,02/03/2020,Qinghai,Mainland China,,13,0,
687,02/03/2020,,Germany,,12,0,
688,02/03/2020,Taiwan,Taiwan,,10,0,
689,02/03/2020,Macau,Macau,,8,0,
690,02/03/2020,,Malaysia,,8,0,
691,02/03/2020,,Vietnam,,8,0,
692,02/03/2020,,France,,6,0,
693,02/03/2020,,United Arab Emirates,,5,0,
694,02/03/2020,New South Wales,Australia,,4,0,
695,02/03/2020,Victoria,Australia,,4,0,
696,02/03/2020,Ontario,Canada,2020-02-01T18:12:49,3,0,
697,02/03/2020,,India,2020-02-03T21:43:02,3,0,
698,02/03/2020,Queensland,Australia,2020-02-02T22:33:07,2,0,
699,02/03/2020,South Australia,Australia,2020-02-02T22:33:07,2,0,
700,02/03/2020,,Italy,2020-01-31T08:15:53,2,0,
701,02/03/2020,,Philippines,2020-02-02T03:33:07,2,1,
702,02/03/2020,,Russia,2020-01-31T16:13:45,2,0,
703,02/03/2020,,UK,2020-02-01T01:52:40,2,0,
704,02/03/2020,"Chicago, IL",US,2020-02-01T19:43:03,2,0,
705,02/03/2020,"San Benito, CA",US,2020-02-03T03:53:02,2,0,0
706,02/03/2020,"Santa Clara, CA",US,2020-02-03T00:43:02,2,0,0
707,02/03/2020,,Cambodia,2020-01-31T08:15:53,1,0,0
708,02/03/2020,British Columbia,Canada,2020-02-01T18:12:49,1,0,0
709,02/03/2020,,Finland,2020-01-31T08:15:53,1,0,0
710,02/03/2020,Tibet,Mainland China,2020-02-01T01:52:40,1,0,0
711,02/03/2020,,Nepal,2020-01-31T08:15:53,1,0,0
712,02/03/2020,,Spain,2020-02-01T23:43:02,1,0,0
713,02/03/2020,,Sri Lanka,2020-01-31T08:15:53,1,0,0
714,02/03/2020,,Sweden,2020-02-01T02:13:26,1,0,0
715,02/03/2020,"Boston, MA",US,2020-02-01T19:43:03,1,0,0
716,02/03/2020,"Los Angeles, CA",US,2020-02-01T19:53:03,1,0,0
717,02/03/2020,"Orange, CA",US,2020-02-01T19:53:03,1,0,0
718,02/03/2020,"Seattle, WA",US,2020-02-01T19:43:03,1,0,0
719,02/03/2020,"Tempe, AZ",US,2020-02-01T19:43:03,1,0,0
720,02/03/2020,Unknown,China,2020-02-03T23:23:03,0,0,0
721,02/03/2020,,Kiribati,2020-02-03T23:23:03,0,0,0
722,02/04/2020,Hubei,Mainland China,,16678,479,522
723,02/04/2020,Zhejiang,Mainland China,,829,0,62
724,02/04/2020,Guangdong,Mainland China,,813,,30
725,02/04/2020,Henan,Mainland China,,675,,27
726,02/04/2020,Hunan,Mainland China,,593,,31
727,02/04/2020,Anhui,Mainland China,,480,,20
728,02/04/2020,Jiangxi,Mainland China,,476,,20
729,02/04/2020,Chongqing,Mainland China,2020-02-04T23:43:01,366,,9
730,02/04/2020,Jiangsu,Mainland China,2020-02-04T11:53:02,308,,12
731,02/04/2020,Sichuan,Mainland China,2020-02-04T01:43:02,282,,14
732,02/04/2020,,Mainland China,2020-02-04T12:03:04,275,,11
733,02/04/2020,,Mainland China,2020-02-04T08:33:01,228,,23
734,02/04/2020,Shanghai,Mainland China,2020-02-04T06:33:02,219,,12
735,02/04/2020,Fujian,Mainland China,2020-02-04T12:13:11,194,,3
736,02/04/2020,Heilongjiang,Mainland China,2020-02-04T07:43:01,155,,4
737,02/04/2020,Shaanxi,Mainland China,2020-02-04T12:33:02,142,,2
738,02/04/2020,Guangxi,Mainland China,2020-02-04T05:53:01,139,,10
739,02/04/2020,Hebei,Mainland China,2020-02-04T08:53:01,126,,4
740,02/04/2020,Yunnan,Mainland China,2020-02-04T23:23:02,122,,5
741,02/04/2020,Liaoning,Mainland China,2020-02-04T14:13:08,81,,2
742,02/04/2020,Shanxi,Mainland China,2020-02-04T23:23:02,81,,4
743,02/04/2020,Hainan,Mainland China,2020-02-04T11:33:03,80,,5
744,02/04/2020,Tianjin,Mainland China,2020-02-04T13:33:02,67,,2
745,02/04/2020,Guizhou,Mainland China,2020-02-04T10:43:02,58,,2
746,02/04/2020,Gansu,Mainland China,2020-02-04T15:43:02,57,,4
747,02/04/2020,Jilin,Mainland China,2020-02-04T00:23:05,42,,1
748,02/04/2020,Inner Mongolia,Mainland China,2020-02-04T03:03:07,35,,1
749,02/04/2020,Ningxia,Mainland China,2020-02-04T02:13:18,34,,1
750,02/04/2020,Xinjiang,Mainland China,2020-02-04T01:33:01,29,,0
751,02/04/2020,,Thailand,2020-02-04T15:33:03,25,,10
752,02/04/2020,,Singapore,2020-02-04T15:33:03,24,,0
753,02/04/2020,,Japan,2020-02-04T16:43:03,22,,1
754,02/04/2020,Hong Kong,Hong Kong,2020-02-04T09:03:02,17,,0
755,02/04/2020,,South Korea,2020-02-04T15:33:03,16,,0
756,02/04/2020,Qinghai,Mainland China,2020-02-04T01:33:01,15,,0
757,02/04/2020,,Germany,2020-02-03T20:53:02,12,,0
758,02/04/2020,Taiwan,Taiwan,2020-02-04T14:53:02,11,,0
759,02/04/2020,Macau,Macau,2020-02-04T04:43:02,10,,0
760,02/04/2020,,Malaysia,2020-02-04T07:33:02,10,,0
761,02/04/2020,,Vietnam,2020-02-03T21:43:02,8,,1
762,02/04/2020,,France,2020-02-01T01:52:40,6,,0
763,02/04/2020,,United Arab Emirates,2020-02-02T05:43:01,5,,0
764,02/04/2020,New South Wales,Australia,2020-02-01T18:12:49,4,,2
765,02/04/2020,Victoria,Australia,2020-02-01T18:12:49,4,,0
766,02/04/2020,Queensland,Australia,2020-02-04T16:53:03,3,,0
767,02/04/2020,,India,2020-02-03T21:43:02,3,,0
768,02/04/2020,South Australia,Australia,2020-02-02T22:33:07,2,,0
769,02/04/2020,"Toronto, ON",Canada,2020-02-04T00:13:06,2,,0
770,02/04/2020,,Italy,2020-01-31T08:15:53,2,,0
771,02/04/2020,,Philippines,2020-02-02T03:33:07,2,,0
772,02/04/2020,,Russia,2020-01-31T16:13:45,2,,0
773,02/04/2020,,UK,2020-02-01T01:52:40,2,,0
774,02/04/2020,"Chicago, IL",US,2020-02-01T19:43:03,2,,0
775,02/04/2020,"San Benito, CA",US,2020-02-03T03:53:02,2,,0
776,02/04/2020,"Santa Clara, CA",US,2020-02-03T00:43:02,2,,0
777,02/04/2020,,Belgium,2020-02-04T15:43:02,1,,0
778,02/04/2020,,Cambodia,2020-01-31T08:15:53,1,,0
779,02/04/2020,British Columbia,Canada,2020-02-01T18:12:49,1,,0
780,02/04/2020,"London, ON",Canada,2020-02-04T00:03:11,1,,0
781,02/04/2020,,Finland,2020-01-31T08:15:53,1,,0
782,02/04/2020,Tibet,Mainland China,2020-02-01T01:52:40,1,,0
783,02/04/2020,,Nepal,2020-01-31T08:15:53,1,,0
784,02/04/2020,,Spain,2020-02-01T23:43:02,1,,0
785,02/04/2020,,Sri Lanka,2020-01-31T08:15:53,1,,0
786,02/04/2020,,Sweden,2020-02-01T02:13:26,1,,0
787,02/04/2020,"Boston, MA",US,2020-02-01T19:43:03,1,,0
788,02/04/2020,"Los Angeles, CA",US,2020-02-01T19:53:03,1,,0
789,02/04/2020,"Orange, CA",US,2020-02-01T19:53:03,1,,0
790,02/04/2020,"Seattle, WA",US,2020-02-01T19:43:03,1,,0
791,02/04/2020,"Tempe, AZ",US,2020-02-01T19:43:03,1,,0
792,02/04/2020,Unknown,China,2020-02-04T23:43:01,0,,0
793,02/04/2020,,Kiribati,2020-02-04T23:43:01,0,,0
794,02/05/2020,Hubei,Mainland China,2020-02-05T23:13:12,19665,,633
795,02/05/2020,Guangdong,Mainland China,2020-02-05T13:23:04,895,,49
796,02/05/2020,Zhejiang,Mainland China,2020-02-05T15:13:02,895,,78
797,02/05/2020,Henan,Mainland China,2020-02-05T15:03:02,764,,47
798,02/05/2020,Hunan,Mainland China,2020-02-05T15:23:02,661,,54
799,02/05/2020,Jiangxi,Mainland China,2020-02-05T01:33:07,548,,27
800,02/05/2020,Anhui,Mainland China,2020-02-05T13:43:02,530,,23
801,02/05/2020,Chongqing,Mainland China,2020-02-05T23:43:02,389,,15
802,02/05/2020,Jiangsu,Mainland China,2020-02-05T12:43:02,341,,23
803,02/05/2020,Shandong,Mainland China,2020-02-05T10:13:13,307,,15
804,02/05/2020,Sichuan,Mainland China,2020-02-05T10:13:13,301,,24
805,02/05/2020,Beijing,Mainland China,2020-02-05T05:43:02,253,,24
806,02/05/2020,Shanghai,Mainland China,2020-02-05T06:23:04,243,,15
807,02/05/2020,Fujian,Mainland China,2020-02-05T12:33:01,205,,11
808,02/05/2020,Heilongjiang,Mainland China,2020-02-05T12:13:04,,,7
809,02/05/2020,Shaanxi,Mainland China,2020-02-05T08:43:01,,,6
810,02/05/2020,Guangxi,Mainland China,2020-02-05T12:03:08,,,13
811,02/05/2020,Hebei,Mainland China,2020-02-05T11:23:18,,,6
812,02/05/2020,Yunnan,Mainland China,2020-02-05T23:33:02,,,5
813,02/05/2020,Hainan,Mainland China,2020-02-05T16:43:04,,,5
814,02/05/2020,Liaoning,Mainland China,2020-02-05T15:23:02,,,4
815,02/05/2020,Shanxi,Mainland China,2020-02-05T15:23:02,,,5
816,02/05/2020,Tianjin,Mainland China,2020-02-05T03:43:02,,,2
817,02/05/2020,Guizhou,Mainland China,2020-02-05T12:33:02,,,9
818,02/05/2020,Gansu,Mainland China,2020-02-05T16:23:06,,,6
819,02/05/2020,Jilin,Mainland China,2020-02-05T11:03:16,,,2
820,02/05/2020,Inner Mongolia,Mainland China,2020-02-05T08:53:02,,,3
821,02/05/2020,Ningxia,Mainland China,2020-02-04T02:13:18,,,1
822,02/05/2020,Xinjiang,Mainland China,2020-02-05T02:03:13,32,,0
823,02/05/2020,,Singapore,2020-02-05T16:33:03,28,,0
824,02/05/2020,,Thailand,2020-02-04T15:33:03,25,,10
825,02/05/2020,,Japan,2020-02-04T16:43:03,22,,1
826,02/05/2020,Hong Kong,Hong Kong,,21,,0
827,02/05/2020,,South Korea,2020-02-05T15:33:01,19,,0
828,02/05/2020,Qinghai,Mainland China,2020-02-05T03:13:05,17,,3
829,,,Germany,2020-02-03T20:53:02,12,,0
830,,,Malaysia,2020-02-05T15:43:02,12,,0
831,,Taiwan,Taiwan,2020-02-04T14:53:02,11,0,0
832,,Macau,Macau,2020-02-04T04:43:02,10,0,0
833,,,Vietnam,2020-02-03T21:43:02,8,0,1
834,,,France,2020-02-01T01:52:40,6,0,0
835,,,United Arab Emirates,2020-02-02T05:43:01,5,0,0
836,,New South Wales,Australia,2020-02-01T18:12:49,4,0,2
837,,Victoria,Australia,2020-02-01T18:12:49,4,0,0
